,review_id,business_id,useful,funny,cool,text,name,address,city,state,city||state,postal_code,latitude,longitude,stars,review_count,categories
15,fZrUTxGLT1TnYNCAvzretQ,tpOStoyngCFJYGtyvxOPmA,0,0,0,"First time at the soupebol, food was pretty good. I got the rare beef soup, I found the meat was low quality however. My girlfriend had vegetable with chicken, she thought it was very good and her broth was very tasty. We had the lychee desert. Fruit was not very fresh.

Service was mediocre at best. One guy was knowledgeable, but they didn't check up on us at any point after giving us our main course.

As far as value goes, I've had bigger ""large"" soups for cheaper in the past.",Restaurant Soupebol,961 Boul Saint-Jean,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5K3,45.4684496,-73.8299316,3.5,10,"French, Vietnamese, Chinese, Restaurants, Thai"
16,c3yPQ1NvRroAFh8qsbZR0w,tpOStoyngCFJYGtyvxOPmA,2,0,1,I like this place.  Soups are great.  Its a mix of Japanese Thai and Chinese.  not expansive and quick service.  Great for a quick lunch.  I like the general Tao chicken!,Restaurant Soupebol,961 Boul Saint-Jean,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5K3,45.4684496,-73.8299316,3.5,10,"French, Vietnamese, Chinese, Restaurants, Thai"
17,sHuXnkypBU6MPVF7b2TY0w,tpOStoyngCFJYGtyvxOPmA,0,0,0,"Soupbol has reopened, on boul. des Sources in Pointe-Claire!  1866 Sources Blvd, Pointe-Claire, QC H9R 5B1

Same amazing quality and (YAY) closer to my home!!",Restaurant Soupebol,961 Boul Saint-Jean,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5K3,45.4684496,-73.8299316,3.5,10,"French, Vietnamese, Chinese, Restaurants, Thai"
18,ZQLq5A-RNEK2yeWmbejolg,tpOStoyngCFJYGtyvxOPmA,0,0,0,"Ce restaurant a fermé pour se ré-installer sur la rue des Sources au sud de Hymus, il devrait ouvrir sous peu.
Ce n'est certes pas un lieu de haute gastronomie mais la cuisine est honnête, généralement bien faite et rassasiante pour un prix plus qu'honnête. Soupes, chow meins, plats au cari et nouilles de riz, Udon ou autres constituent l'essentiel du menu. J'y vais sur une base régulière avec un ami dont l'épouse est chinoise et nous trouvons, tous les deux, l'endroit et la nourriture très corrects, service rapide. Le personnel gagne a être connu, particulièrement le midi. Après quelques visites, on vous reconnaît, ce qui rend l'expérience plus qu'intéressante. Nous y avons même croisé Guy Carbonneau, à quelques occasions. Bon appétit!

Pierre Courchesne
1er Mai 2018",Restaurant Soupebol,961 Boul Saint-Jean,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5K3,45.4684496,-73.8299316,3.5,10,"French, Vietnamese, Chinese, Restaurants, Thai"
19,QmFWA8fsJQvoc7z1b0K66Q,tpOStoyngCFJYGtyvxOPmA,2,0,0,"We were recently introduced to this restaurant by friends.  We thoroughly enjoyed the meal and the restaurant has become one of our ""go-to"" places when we are just too tired to cook or just want to treat ourselves.

We always go with the combos - more GOOD food than the two of us could eat at one sitting and we usually ask to wrap and go, the leftovers.  I don't have one favourite dish; I love them all!  

The restaurant is clean and airy.  The staff is friendly, polite and professional.  Very easy ambiance making conversation easy.  

Pricing is low to moderate.  Highly recommend this spot.",Restaurant Soupebol,961 Boul Saint-Jean,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5K3,45.4684496,-73.8299316,3.5,10,"French, Vietnamese, Chinese, Restaurants, Thai"
20,YeH1yXyYju7s6baOqHjcrQ,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"I highly recommend stopping by Copper Branch! They have a wide variety of vegetarian/vegan options on their menu, each with their own unique ingredients and flavours. Prices are reasonable and the service is fast. I wish they were in New York!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
21,OrKlKIwEdAfgV8j24A0Qrw,Ae5HnuMQY6IUbR3H2a8LlQ,2,0,1,"Première visite a ce restaurant Vegan. 
Salades variées avec des protéines végétales ,légumes.
Burger aux champignons 
Tout est extrêmement frais.
Deux formats de salades sont offerts.
Frites disponibles et du tofu plein le menu. 
Ma salade etait délicieuse et copieuse. J'ai commandé la fusion. 
Stationnement facile et belle petite terrasse. 
À table libre service est tout pres pour se prendre un verre d'eau.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
22,8VDytTL7YXC5hZ5Cjd_qyw,Ae5HnuMQY6IUbR3H2a8LlQ,0,1,1,"Came here twice in a week!
Both times the staff were cold and not very welcoming. 
They might still be bitter about Trump being president in the USA?
Maybe I don't have enough tattoos or piercings or they don't like people driving a gas guzzling Lamborghini?
Maybe the friends I came with looked too much like strippers?
Well none of that is me so maybe it's all in my head?
Maybe the ""healthy"" food they serve here makes me paranoid?

Well whatever it is, I like it here! Even though they don't seem to like me...
Next time I'll come by in my new Tesla and invite some trendy hipsters!

The food here is absolutely delicious!
A lot of ingredients are ORGANIC (!!!) and everything is vegan (prepare yourself to fart all night long) and looks and tastes wonderful.
Tried their spicy black beans burger which was OK but their General Copper bowl is simply orgasmic. That will fill and fuel you up for a good 12 hours! A lot of food! Amazing flavors. Loved it.
Had an organic coffee and a Rise kombucha drink, divine! 

Hope they open many more locations.
This is the future of food in restaurants, tasty and organic, more respectful of the planet and of our body.
Now I need to figure out why it makes me so gassy!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
23,2II0CM396-64nG8o6lo8Ug,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"A great vegetarian experience! The Mushroom Galaxy Burger was phenomenal and filling; I didn't try the fries (low carb diet) but I did get the quinoa chili  yummmm!
Counter service and complimentary lemon/lime water! The weather was beautiful so I sat outside! Noon hits and it gets packed! Just goes to show how delicious healthy food is!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
24,6yLz_ic9hAYEvbZQD5LfUQ,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,love the food !! great place went i need health and tasty food fast !!!! people are nice and the service is great ! But the place is always so messy.... tables not to clean and the water bar no water or napkins.... after 4 times i guess it s always like that,Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
25,DzYLzN0XO3f797ZcgV2JPw,Ae5HnuMQY6IUbR3H2a8LlQ,1,0,0,"In my opinion the Southwest scramble is the best vegan breakfast in Montreal. I'm thrilled that they now serve breakfast all day! I love the Copper Branch chain, I hope they take over the world :D",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
26,YfBiGZeeK3Lv2QIFcPGAWA,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,Fresh colourful bowls of energy food. Tasty and diverse missing sauce perhaps butin the whole excellent,Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
27,0byuHMFjJ5R6mscHvvNbFQ,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"My daughters and I have a new favorite spot!  It is so nice to have a place where we can get wholesome and tasty  vegetarian dishes. 
Their Aztec dish is delicious and their homemade fries also got the spot. 
The staff at this location are also really great. 
We love it!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
28,pLUUIhd-xaCly9AANyD40g,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"Amazing place!  The food is delicious,  great variety and great presentation, as well as the establishment... will most definitely be returning there !",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
29,w3ltLfmXlhmUDVmC85z4kg,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"Fast-food vegetarian 
Priced right, good food. I am not the vegetarian type but had to try this and found everything was tasty.  The burger  could have been served a little warmer. 
First time in and expect to come back soon for more experience.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
30,JhLdpPmpC4ALxFjwa5pjPQ,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"I realize this location has only been open a short time and I'm extremely grateful that this option is even available on the West Island, however I respectfully have a few suggestions. As far as ambience is concerned, the room needs some kind of music. It was a bit awkward sitting there amidst silence. The food was good but needs a little pizzazz. We ordered the Bombay soup in it's large size option. I wanted the soup first and unfortunately I didn't really get it that way. Also it could have been served hotter. The flavor was good and it was a generous portion for $4.95.
My niece and I both had the Galaxy burger which is a portabello based item. We had it without the cheese since I am not a fan of vegan cheese and I asked for no aioli. The lovely young lady behind the counter insisted I try the wasabi mayo on the burger. There was way too much and I did not taste any wasabi. Not a big deal but the burger needs some crunch and is very wet to eat comfortably. Also it is served alone on a plate just a bit larger then the burger. I would rather pay a couple of dollars more and have it served on a larger plate with a side salad. I will give this place another shot on my next visit to Montreal to see if a little time under it's belt will improve the  smooth flow I would have liked to see here.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
31,CvZyH18hAGeSzRo6bjnyHQ,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"Everything is vegan.  Counter service with a couple dozen seats.

Vegan poutine:  2 stars.  It loos like their french ""fries"" are baked, and not very thoroughly.  It feels more like lumpy mashed potatoes and gravy.  Pretty ugly looking too.  Maybe the worst rendition of poutine I've had.

The vegan bowls: 4 stars -- or so I'm told by others at the table.  They ***looked*** beautiful.

Oddity:
They have free wi-fi, but you need a special code from your receipt to connect.  But they won't give you your receipt until you've received your food, so you'll need to pay for cellular data while waiting for your food to be prepped.  Not a great system.  Oh, and the special code includes Os and 0s.  Good luck telling them apart.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
32,b8eRQm1ebRIvV87qsONLow,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,Awesome experience with this location. I previously reviewed the downtown location after a horrible experience and thought I'd try some takeout as I drove home from Pointe-Claire. Restaurant was clean (a big difference from the other location). Food was prepared quickly and was delicious.   This location is doing something right and I recommend!,Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
33,aK18Kctdzh1IG2V5P6YLqA,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"As other reviewers have said I'm grateful that this option exists in the West Island.
It's in in a convenient location and the staff are very friendly and knowledgeable.
The desserts are fantastic especially the zucchini bread brownies!

As for the main dishes it was at bit of a miss.

For example let's take the fries - I'm not sure what spices/coating they used but it did not work at all for me. My advice? Don't try to get creative with a cornerstone side dish like fries.

My wife and I will definitely go back to try other dishes but for now we're in no rush.

Sorry if my review sounds negative I just really want this place to work",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
34,iW63jdKfxxwNkPaeRRu4Ag,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,This is a vegan restaurant that even tastes good for non vegans. The spicy black bean burger is great.,Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
35,iM4_rFRwX2bzjjHOJYcxfw,Ae5HnuMQY6IUbR3H2a8LlQ,2,0,0,"Amazing salads. Burgers are great but expensive and you need 2 to fill full. Poutine is ok , fries are not fried thus making for less than a good poutine. Sauce is good and fake cheese is passable. Wish there were more tables, this place is hopping at lunch. Never had a problem with any employee",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
36,uGizvjQjKe2y5TUDSZ7G0w,Ae5HnuMQY6IUbR3H2a8LlQ,3,1,1,"We've been to this location 3 times. Never disappoints. First the staff is very friendly and efficient. The place is always clean. And although most of the times their is a line up. We never waited for more than 5-10 min max. Very fast in bringing out the food. Now the food we've tried all their bowls. They're all delicious. Always fills us up. Fresh vegetables. This one in the picture is the general copper. You can easily mistake the shitakes for meat. Its unbelievable how tasty they are. We've had their oven fries twice,  very tasty love the seasoning and not fried! All in all this place is great. Would love to see more options, in the protein section and in the bowls, it seems most ingredients repeat themselves except for a very few and dressings should be more choices. But for fast food vegan its a great place!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
37,3yNqhKIGwgvicuThlR5dOw,Ae5HnuMQY6IUbR3H2a8LlQ,1,0,1,"I have been coming here since it opened over a year ago so I'm surprised I never reviewed it. In the past year, they have speeded up the time that it takes to prepare the food which is much appreciated! This is a cafeteria style restaurant so you order your food and pay, and then they call out your name when your food is ready. 

I have tried a few different dishes, mainly their fries, the shiitake burger, the bowls and almost everything was delicious. The items I wasn't crazy about were the 'chicken' wings and the Gandhi smoothie. My personal favorite is a toss up between the shiitake burger or for something more filling, go with the General Copper Bowl, I don't know how they make those mushrooms to be so delicious but they just are. This is a place I keep coming back to when I want something that is filling, yet not heavy. Keep in mind that the prices are higher than your average cafeteria style restaurant, but the quality of the food (a lot of their ingredients are organic) justifies the price tag.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
38,WiyUPck-WUNftJymre-Etw,Ae5HnuMQY6IUbR3H2a8LlQ,2,0,0,"I can't wait for the day vegan and vegetarian restaurants become more popular and prices start going down.

Anyway, Copper Branch is a family favorite. I love any restaurant where I can eat a good poutine without having stomach aches or worrying about finding a bathroom (the woes of lactose intolerance). I've eaten here a bunch of times and each time has been a great experience. The bowls are good, the soups are yummy, the chili is dope, the poutine is fabulous (sweet potatoes give it that extra oomph).

Copper Branch is a great addition to the West Island!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
39,JzXg-rHE7leV0QUiZrtBYg,Ae5HnuMQY6IUbR3H2a8LlQ,0,0,0,"Fast but good food for vegetarians and everyone else. I had the Mediterranean bowl and my daughter had the chili. Both were tasty. You may have to ask for more sauce on the bowls, they are generous portions.",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
40,bM8mfyPXKW0QO_YIS6ZINw,Ae5HnuMQY6IUbR3H2a8LlQ,2,0,0,"I feel so so bad for this branch. It used to be busy all the time. We used to bring large groups of pre-teens and teens after swim meets because it was easy, tasty, and vegan/allergy friendly; we'd place big orders and bring them to the pool for after practice. For my daughter and her friends, it was the cool vegan place to eat. Everyone talked about ""the Copper Branch.""

But slowly over time, our friends stopped wanting to go to this branch. Why is this? Because no fail... most of the time... something was wrong with an order (wrong bun, potatoes not cooked, piece of plastic or hair in the food, cold chilli, missing order items, food overcooked and hard)! Then the staff started to turn over rapidly (lovely people just vanished suddenly). The portions shrank in the takeout containers... the fries turned into tiny wedges that are mostly wet, mushy skin. But through it all we remained loyal because it's the only vegan restaurant in the West Island and we still had our happy memories. 

But today, our loyalty crumbled into a pit of lost hope and broken dreams... when for the umteenth time our order was cold/missing items/incorrect... and for the umteenth time we had to ask for it to be fixed while the rest of our food got cold... and for the umteenth time we got shade from yet-again-another-new-employee-with-attitude... and after going through all this drama (plus paying a crap-ton of money for three meals) we see: a teeny tiny spoonful of $1 guacamole on our cold-and-not-fully-cooked-potato-wedges. It was at this moment that we realized that our relationship with CB was one-sided and unhealthy. Yep! This is the guacamole that ended our relationship with Copper Branch. Good bye CB! Thanks for all the food!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
41,9cwipvpPdObttmjiMRLN6w,Ae5HnuMQY6IUbR3H2a8LlQ,13,4,11,"I can't believe it took me so long to make it to a Copper Branch, but I finally made it and I'm so glad I did. We were out at my partner's folks house in the West Island and decided to all go out for dinner. Knowing we're veg, they suggested Copper Branch, apparently they love the mushroom teriyaki burger! It's just so nice to have a vegetarian option that the parents, non-veg, really like. 

This particular location is in a strip mall with a patio in a parking lot, so maybe not as nice as some of the locations downtown, but the seating inside is comfortable and nice, much more relaxing and welcoming then your usual fast food. 

We enjoyed the recommended veggie mushroom burger and the huge side order of fries and nachos very much! Service was excellent, quick and very friendly and helpful with our questions. Copper Branch is such a great option, I look forward to trying more of the menu!",Copper Branch,301 boul. Brunswick,Pointe-Claire,QC,Pointe-ClaireQC,H9R 4Y2,45.4683817,-73.8289929,4.0,22,"Restaurants, Gluten-Free, Vegan, Vegetarian, Fast Food"
42,vkJlEW4Y0rqkdxvs2GQ6HA,em4VCvBmdkOZk8mZa3R4NA,0,1,0,"Terrible. Ordered delivery while staying in town at a hotel, and they simply never showed up. No call, no explanation. Won't be trying them again.",Pizzeria Marcello,88 Avenue Ashgrove,Pointe-Claire,QC,Pointe-ClaireQC,H9R 3N4,45.4481661,-73.8034418,3.0,4,"Pizza, Restaurants"
